"35","649","1993-09-08 11:10:56","1488.90","48","Ordered","http://simmons-kim.com/"
"36","1050","1976-02-24 06:47:32","4734.79","40","Ordered","http://www.ortiz.com/"
"37","208","2001-12-31 05:18:05","3942.69","96","In Transit","http://burch.com/"
"38","1026","1992-07-16 16:22:37","2508.52","27","Delivered","https://www.meyer-gonzalez.com/"
"39","857","1992-02-10 20:46:29","4134.34","7","Delivered","http://www.brown.com/"
"40","1408","1973-06-27 02:00:20","2242.83","18","In Transit","https://vargas.org/"
"41","1035","2004-04-22 05:11:12","3948.13","79","Ordered","https://www.hill-martin.info/"
"42","851","1972-04-26 00:52:43","1191.49","45","Ordered","http://reyes-garza.org/"
"43","774","1974-05-29 13:19:40","4706.60","67","In Transit","https://www.myers.com/"
"44","997","2004-04-23 19:55:21","3446.17","85","In Transit","http://cooper.com/"
"45","866","2016-02-11 17:01:02","2400.58","93","Ordered","https://www.larson.info/"
"46","105","1991-09-28 12:29:06","2126.11","7","In Transit","https://young-ayers.net/"
"47","110","2001-09-17 14:38:05","1458.44","17","Delivered","https://www.church.info/"
"48","858","1994-04-26 06:58:24","3372.20","39","In Transit","http://www.phillips.com/"
"49","546","2020-03-19 09:10:04","350.26","53","Delivered","http://welch-terrell.com/"
"50","711","2006-01-15 07:57:44","1748.30","45","Ordered","https://murphy.biz/"
"51","818","2010-01-04 01:46:57","1030.71","7","Ordered","https://mcguire.com/"
"52","1358","1975-09-30 23:42:08","1463.87","37","In Transit","http://www.james.com/"
"53","716","1978-10-05 23:43:44","55.89","42","Ordered","https://www.christian-moore.com/"
"54","1202","2012-04-26 16:17:42","3710.24","47","Ordered","https://gonzalez.com/"
"55","409","2018-11-27 20:19:12","762.31","6","Ordered","https://www.mccullough-lewis.com/"
"56","750","1989-07-30 11:59:29","4852.00","68","In Transit","https://www.lopez.com/"
"57","75","1981-06-12 15:51:31","1337.38","20","Delivered","http://gregory-walters.com/"
"58","1452","1987-09-05 00:00:45","1321.42","84","In Transit","http://dougherty-wright.info/"
"59","1299","2019-08-01 20:19:14","1901.73","75","Delivered","https://cox-grant.net/"
"60","873","2017-01-28 00:12:21","2407.52","62","In Transit","http://watkins.biz/"
"61","562","2008-05-02 20:06:44","4857.84","31","In Transit","https://www.molina.net/"
"62","465","1976-10-02 10:25:42","1394.85","32","Delivered","https://bradley.net/"
"63","1389","2007-12-21 04:40:21","3875.92","70","In Transit","https://www.hester.com/"
"64","898","2005-09-18 01:06:00","1796.86","68","Delivered","http://jones.com/"
"65","900","2011-09-20 06:46:48","944.56","25","Delivered","http://www.perez-greene.com/"
"66","1208","1986-04-07 18:28:36","4512.40","34","Delivered","https://hamilton.biz/"
"67","1131","1982-07-20 12:20:04","4519.48","23","Delivered","http://www.burke.com/"
"68","154","1995-05-12 01:07:28","530.64","24","Delivered","https://white-kane.com/"
"69","355","1995-08-12 12:17:07","425.98","93","Delivered","http://thomas-harper.net/"
"70","250","1982-09-12 17:00:15","3525.56","96","In Transit","http://bowman.com/"
"71","1307","2000-03-06 02:19:00","3149.61","33","Delivered","http://newman-salinas.com/"
"72","261","1978-07-04 11:00:18","3364.65","95","Delivered","http://macdonald-medina.biz/"
"73","792","2012-09-06 08:58:34","3665.65","27","In Transit","https://suarez.com/"
"74","1401","1981-09-11 04:55:51","3673.63","46","Ordered","http://shepherd.com/"
"75","283","1988-07-01 05:38:30","2734.50","63","In Transit","https://wells.com/"
"76","931","1994-06-11 15:44:18","1411.55","42","Ordered","https://www.davis.biz/"
"77","648","1988-05-01 21:05:37","4543.26","62","In Transit","https://www.rodriguez.com/"
"78","965","1997-07-20 16:55:34","1048.10","61","Ordered","http://www.sullivan.com/"
"79","1470","1994-05-11 16:34:56","901.24","78","Ordered","https://lawson.com/"
"80","577","1997-04-14 02:04:53","929.36","18","In Transit","https://www.reese-roman.info/"
"81","1346","1996-09-19 07:31:41","756.24","84","In Transit","http://www.simpson-mueller.com/"
"82","865","2001-07-19 04:38:45","4160.69","53","In Transit","http://www.gomez-juarez.com/"
"83","213","1970-04-28 18:47:09","3254.08","25","In Transit","https://www.smith.com/"
"84","1108","1978-05-11 15:51:00","328.72","69","In Transit","http://www.mason-clark.com/"
"85","597","1981-10-31 18:07:52","756.33","44","Ordered","https://www.beard.net/"
"86","971","2014-04-26 16:38:21","1204.91","56","Ordered","http://porter-foster.com/"
"87","1328","1984-02-10 03:10:45","4347.47","12","In Transit","http://frost-fuentes.info/"
"88","333","2004-09-04 04:12:09","3683.55","79","Delivered","https://www.miller-pollard.com/"
"89","1444","1986-10-20 15:23:50","4361.75","89","Delivered","https://west.com/"
"90","304","1997-01-23 22:24:59","1612.98","71","In Transit","http://barber-jordan.com/"
"91","1463","1991-07-22 18:30:54","3038.52","52","Delivered","https://www.davis-mason.com/"
"92","714","1988-04-14 23:36:44","564.48","45","Ordered","http://www.rosario-hill.com/"
"93","1162","1977-09-17 06:55:33","1890.99","75","Delivered","https://www.tanner.com/"
"94","970","1993-08-14 16:38:03","4540.43","72","Ordered","https://www.goodwin-newton.net/"
"95","436","1996-08-05 10:40:36","2202.10","5","Delivered","https://huber-oneal.org/"
"96","435","1971-01-13 08:22:22","1293.64","87","Delivered","https://lopez.com/"
"97","1187","2003-05-26 01:50:37","909.17","6","Ordered","https://moore.com/"
"98","184","2014-07-19 14:06:15","619.76","7","Ordered","http://www.rivera.org/"
"99","888","2020-06-22 11:41:44","1517.11","25","In Transit","https://www.ayala.com/"
"100","826","1986-04-01 06:04:58","4958.45","0","Ordered","https://www.singh.com/"
"101","355","2002-02-18 13:08:09","2808.97","34","In Transit","http://gonzalez.net/"
"102","1244","2014-01-09 16:08:19","2269.38","85","In Transit","http://villarreal-bell.net/"
"103","525","2001-12-03 12:42:04","4236.38","46","Ordered","https://www.martinez-collins.net/"
"104","96","2011-07-04 09:35:27","49.17","81","Delivered","http://hinton-kerr.com/"
"105","258","1983-03-01 10:48:39","3390.90","47","Delivered","https://garner.com/"
"106","169","1975-09-05 00:28:50","940.71","56","In Transit","http://murray-stanton.com/"
"107","795","1970-03-15 01:17:21","3818.71","40","Delivered","https://spears.com/"
"108","374","2013-02-04 00:52:46","1929.35","28","Ordered","http://mcdonald.com/"
"109","1051","1999-12-27 03:33:49","2613.36","44","Delivered","http://baker-mitchell.com/"
"110","1311","1977-04-09 16:22:56","3464.47","4","Ordered","https://www.williams-martinez.com/"
"111","336","1984-05-21 03:10:45","1818.01","79","In Transit","https://glover.org/"
"112","1211","2009-08-01 13:34:54","3996.50","43","Ordered","https://wright-smith.com/"
"113","552","2015-02-10 15:12:37","3761.29","29","Delivered","http://walker.biz/"
"114","1151","2009-02-26 01:01:26","3201.77","64","Delivered","https://lawrence-jimenez.com/"
"115","858","1972-04-09 05:22:27","3409.73","43","Delivered","https://www.diaz.biz/"
"116","929","1970-12-23 19:03:27","4666.16","3","Ordered","http://ayers.biz/"
"117","961","1994-01-14 21:27:10","2363.92","68","Ordered","https://green.org/"
"118","602","1989-11-30 16:50:57","3627.86","46","Delivered","http://www.williams-campbell.com/"
"119","557","2004-08-19 07:26:10","539.37","95","Delivered","http://hayes.info/"
"120","285","1992-03-05 17:06:55","342.20","15","In Transit","http://li.com/"
"121","379","1982-01-26 23:48:24","2594.54","90","In Transit","http://weiss-garcia.info/"
"122","706","1994-09-26 20:27:04","3653.94","48","Ordered","https://www.bray.biz/"
"123","1327","1991-07-18 22:32:21","1053.47","74","In Transit","http://rhodes.com/"
"124","718","1999-10-29 14:42:16","186.67","88","In Transit","https://www.holmes.com/"
"125","351","2010-12-25 16:07:31","4560.03","63","Ordered","http://www.short.net/"
"126","1333","2017-12-26 11:40:00","4348.43","1","In Transit","https://www.ramos.com/"
"127","1006","1998-10-01 02:04:51","1617.35","7","Delivered","http://www.ray-mcgrath.info/"
"128","1321","1971-08-28 18:43:47","1487.13","63","In Transit","https://www.swanson.com/"
"129","761","2003-03-16 10:33:13","1473.70","84","Delivered","http://www.walker.com/"
"130","293","2002-04-30 02:43:31","4423.81","51","Delivered","http://www.foley.com/"
"131","345","2007-06-04 06:42:40","3067.42","46","Delivered","https://bowman.com/"
"132","129","1971-03-30 11:02:09","2131.90","50","Delivered","https://mitchell.com/"
"133","1359","1989-01-07 07:01:21","4535.17","21","In Transit","https://www.middleton-fields.com/"
"134","737","1992-03-06 07:36:14","1396.02","100","In Transit","http://www.miles.com/"
"135","627","2016-03-07 23:02:20","3326.36","43","Ordered","https://cantu.com/"
"136","1491","1981-04-05 06:24:38","3338.93","37","In Transit","https://rice.com/"
"137","1176","1979-12-09 12:09:58","2694.25","37","Ordered","https://rice.biz/"
"138","74","1986-10-16 13:01:34","4831.09","86","Ordered","http://schneider-benson.org/"
"139","473","2009-06-09 08:16:33","2058.48","100","In Transit","https://www.marks.com/"
"140","982","1993-05-25 05:24:34","1856.26","48","In Transit","https://www.kaiser.info/"
"141","1089","2012-11-29 06:49:58","4058.02","68","In Transit","https://martin.com/"
"142","369","1980-10-11 02:58:53","2210.15","1","Ordered","http://baird.net/"
"143","983","1983-02-02 17:05:09","4361.26","60","Delivered","http://williams-le.com/"
"144","959","2002-12-09 10:24:13","720.53","41","Delivered","https://www.gordon.info/"
"145","416","1978-11-13 19:36:56","3013.81","83","In Transit","http://www.willis.com/"
"146","1135","1988-11-14 10:48:40","3194.51","53","Delivered","http://www.allen.com/"
"147","854","1983-04-01 20:21:56","2558.14","15","Ordered","http://nolan.com/"
"148","171","1972-05-24 18:52:56","1246.52","58","Ordered","https://lewis.info/"
"149","933","1975-11-03 01:15:36","1255.51","32","Ordered","https://www.reed.com/"
"150","239","2016-02-06 23:24:31","4477.57","23","In Transit","http://www.jones.com/"
"151","1006","1989-12-21 14:20:54","3616.56","4","Ordered","http://www.gill.com/"
"152","919","2012-02-02 07:04:26","481.00","31","Ordered","http://hill.net/"
"153","569","2001-05-28 07:08:52","4540.14","93","In Transit","https://montes.com/"
"154","900","2010-12-17 07:32:10","2484.93","97","Delivered","http://www.leach.net/"
"155","714","2001-03-18 11:00:43","1945.84","54","In Transit","https://www.jefferson.com/"
"156","344","1988-05-20 05:36:52","3889.70","51","In Transit","http://ward-cooper.com/"
"157","1372","1979-04-09 03:51:45","1476.88","20","In Transit","http://www.gonzalez.com/"
"158","933","1986-10-17 22:33:33","3500.31","13","Ordered","http://hull.info/"
"159","1408","1979-06-02 07:56:09","1665.99","3","In Transit","http://wallace.com/"
"160","94","2021-05-06 22:45:59","3044.03","6","Ordered","http://garcia.com/"
"161","1117","1992-09-13 04:12:53","1812.95","83","Ordered","https://davis.com/"
"162","1268","1978-10-13 18:33:56","322.65","67","In Transit","https://www.flores-cunningham.com/"
"163","470","1984-06-25 13:58:09","3749.85","45","Delivered","https://rodriguez.org/"
"164","641","1985-09-16 14:52:19","3706.38","1","Ordered","http://shaw.com/"
"165","494","1992-08-26 16:25:15","3612.47","75","Ordered","https://www.brown.com/"
"166","494","2011-10-15 16:51:17","3746.58","59","Ordered","http://www.christensen.com/"
"167","449","1982-10-13 00:38:36","4454.70","45","Delivered","http://chavez.biz/"
"168","631","1993-04-07 01:38:18","4819.22","27","Ordered","http://www.guzman-peters.com/"
"169","882","2007-03-20 22:32:26","1377.21","79","In Transit","http://lang.com/"
"170","1215","1981-03-09 22:51:13","552.69","21","Ordered","https://www.livingston.com/"
"171","1472","1990-03-12 12:18:12","859.49","84","In Transit","https://barton.org/"
"172","1391","1981-04-02 04:16:26","2470.61","13","Ordered","http://www.simmons.com/"
"173","98","1994-11-16 05:20:37","1640.77","5","In Transit","https://reeves-gonzalez.com/"
"174","1052","2017-02-14 15:07:01","1297.99","49","Delivered","https://www.arnold.info/"
"175","1280","2017-09-01 09:31:07","3690.86","22","Delivered","https://www.reed.biz/"
"176","1161","1980-05-17 10:45:54","2720.81","82","Delivered","http://www.parks.org/"
"177","427","1992-10-12 01:01:09","2805.42","25","Delivered","http://davis-carson.info/"
"178","409","1995-04-08 05:46:13","3978.89","81","Delivered","https://thornton.org/"
"179","975","2008-09-02 15:24:53","3009.08","43","In Transit","https://woodward.com/"
"180","887","2014-01-28 00:28:56","1115.30","15","In Transit","https://www.garrett.com/"
"181","1048","2000-02-25 07:55:37","4522.65","84","In Transit","http://www.young.com/"
"182","348","1974-02-17 15:08:57","2906.32","80","Ordered","http://www.gonzalez.com/"
"183","894","2008-11-27 02:34:16","2496.34","5","Ordered","http://www.wilson-ferguson.net/"
"184","1131","1985-08-24 01:14:10","4358.56","40","In Transit","https://santos.com/"
"185","650","2021-07-05 23:44:01","2555.67","27","Ordered","http://www.walter.com/"
"186","617","2015-11-13 19:22:01","468.36","2","In Transit","http://smith-cannon.net/"
"187","54","2003-11-16 00:17:37","685.16","6","In Transit","https://www.roth-walker.com/"
"188","39","1983-11-18 01:26:19","2226.09","56","Delivered","https://www.wood.com/"
"189","1450","1988-10-07 20:26:40","4638.30","15","Ordered","http://castro.biz/"
"190","43","2021-09-11 08:37:51","2743.83","67","Delivered","https://perez-taylor.com/"
"191","784","1985-12-21 02:45:12","3274.10","89","Delivered","http://gardner.com/"
"192","534","2004-05-14 05:30:10","1261.83","96","In Transit","http://weaver.com/"
"193","79","1976-12-06 13:43:34","2438.37","57","Ordered","http://schwartz.com/"
"194","312","1987-08-08 20:44:30","3047.02","0","In Transit","https://taylor.net/"
"195","515","1995-06-14 03:48:45","1050.20","88","Delivered","http://acosta.org/"
"196","738","2007-09-11 21:16:59","1660.85","2","In Transit","https://martinez-osborne.com/"
"197","749","2000-08-03 22:57:08","4634.18","53","In Transit","http://orr.org/"
"198","310","2014-12-12 03:37:40","1736.49","54","Delivered","http://www.conley.net/"
"199","1325","1972-05-30 12:00:25","4776.83","26","In Transit","http://www.jackson.net/"
"200","613","1980-08-30 05:49:18","3429.66","88","Delivered","http://www.smith.com/"
"201","858","1991-02-27 09:42:54","4109.25","38","Delivered","http://morgan.org/"
"202","857","2017-10-06 02:37:23","4675.34","80","In Transit","https://morales.org/"
"203","95","2007-07-05 22:10:37","139.34","53","Delivered","http://cross.net/"
"204","157","1994-03-10 15:54:59","741.13","6","Delivered","https://maxwell.com/"
"205","527","2014-04-05 20:13:49","4487.46","69","Delivered","http://www.allen.org/"
"206","354","1987-02-19 21:53:34","2412.07","85","Ordered","http://www.horne-hobbs.info/"
"207","43","2010-04-26 09:40:56","3550.02","33","In Transit","https://www.miles.com/"
"208","1496","2016-11-30 11:16:54","4533.48","51","Ordered","http://www.dean.com/"
"209","792","2019-04-22 04:45:07","742.08","27","Ordered","https://www.brown-james.com/"
"210","322","1974-08-05 19:18:22","2341.11","52","Ordered","http://www.davis-reynolds.com/"
"211","1006","2010-09-06 18:39:32","1986.70","61","Delivered","http://www.stewart-vasquez.info/"
"212","775","1982-12-03 15:46:39","590.56","73","In Transit","https://hurley.com/"
"213","820","2015-09-22 18:51:33","52.58","76","Delivered","https://gill.biz/"
"214","690","1975-06-07 08:51:11","4849.58","40","Delivered","https://bennett-smith.info/"
"215","1071","2000-02-11 02:49:01","3696.04","5","Ordered","http://reed.com/"
"216","257","2018-07-29 19:09:22","1504.50","40","Ordered","https://brown-collins.org/"
"217","72","1992-04-19 20:44:42","86.10","24","Delivered","http://holland.info/"
"218","682","1980-12-28 14:05:52","4186.49","10","In Transit","https://www.bishop-charles.com/"
"219","1395","1980-06-21 12:44:39","2838.61","34","Delivered","https://johnson.info/"
"220","1271","1973-08-10 12:59:05","849.68","36","Ordered","https://www.schroeder.com/"
"221","1452","1975-06-01 21:08:16","3390.80","77","Delivered","http://summers.info/"
"222","1038","2002-04-26 08:51:11","3316.87","99","In Transit","http://www.martin.com/"
"223","542","2020-05-15 04:10:50","3431.96","33","Ordered","https://www.bass.com/"
"224","899","1981-12-19 05:56:57","2316.85","81","Delivered","https://www.gross-lee.com/"
"225","782","2012-09-09 07:41:41","1247.78","69","Delivered","http://miller.com/"
"226","550","1999-10-19 21:10:49","2274.08","27","Delivered","https://anderson-turner.com/"
"227","765","1970-07-13 03:07:27","2191.68","73","Ordered","http://baker.com/"
"228","812","2013-06-09 08:43:09","2397.84","41","Delivered","https://sheppard-ramos.com/"
"229","1420","1980-11-17 07:12:16","2211.53","84","Ordered","https://dorsey.com/"
"230","1306","1996-02-12 12:14:49","292.32","90","Ordered","https://www.beltran-ward.biz/"
"231","214","1974-03-12 07:37:25","579.42","36","In Transit","http://gill-hicks.com/"
"232","1297","2013-03-08 00:56:59","474.14","18","In Transit","https://murray.com/"
"233","693","1981-02-18 15:10:24","1811.77","50","Ordered","https://www.powell.net/"
"234","242","2021-02-03 16:55:48","2302.91","88","In Transit","https://www.moore.net/"
"235","1059","1999-09-08 00:15:49","376.39","51","In Transit","http://david-rogers.com/"
"236","928","1996-12-11 12:55:47","3195.82","31","Delivered","http://west.info/"
"237","842","1999-08-16 02:08:15","61.65","30","Ordered","http://www.sullivan.com/"
"238","409","1999-10-25 14:13:24","4960.16","100","Delivered","http://www.salazar-henry.net/"
"239","225","2013-05-30 00:43:50","3454.58","36","Ordered","https://www.diaz-trujillo.org/"
"240","397","2007-03-22 00:04:17","2486.62","93","Ordered","http://www.blackburn.biz/"
"241","453","1970-03-13 00:38:49","4677.24","47","In Transit","http://waters.org/"
"242","1461","2007-04-13 12:48:19","851.82","79","In Transit","http://hickman.com/"
"243","1488","2018-10-29 11:58:13","3755.05","23","In Transit","http://www.chang.com/"
"244","210","1979-08-27 08:59:19","2952.59","21","Delivered","http://coleman.com/"
"245","261","1986-08-10 23:43:19","2447.59","96","Ordered","http://kirby.info/"
"246","427","2001-01-22 11:38:10","3549.23","1","Delivered","https://young.info/"
"247","142","2004-04-29 21:29:21","667.78","79","In Transit","http://neal.org/"
"248","427","1981-05-13 17:10:00","235.84","41","Delivered","http://jones-martinez.com/"
"249","1345","2003-08-19 17:23:34","4117.42","64","Delivered","https://www.mcdonald-zuniga.com/"
"250","1496","1991-02-26 10:38:16","4418.73","39","In Transit","https://johnson.org/"
"251","553","1980-06-11 09:43:04","2139.78","53","Delivered","http://turner.org/"
"252","793","2003-06-26 10:13:00","4555.36","19","Ordered","https://hernandez.biz/"
"253","1293","2016-06-08 06:15:04","4415.19","36","In Transit","http://www.sherman.biz/"
"254","305","1981-11-01 17:26:21","787.98","46","In Transit","http://garcia.biz/"
"255","852","2005-12-28 06:29:52","3487.42","51","Ordered","http://www.coleman.com/"
"256","714","1975-12-10 10:54:28","2861.02","49","Delivered","http://www.williams-barber.biz/"
"257","1293","1996-09-23 18:41:46","3091.18","16","In Transit","https://rivera-delgado.biz/"
"258","251","1981-06-12 22:27:58","210.70","66","In Transit","http://garcia.org/"
"259","881","2001-05-24 16:37:32","4509.12","7","In Transit","https://mack.com/"
"260","1281","2016-06-14 01:48:41","606.46","47","Ordered","http://www.stevenson.com/"
"261","1184","1979-12-29 16:25:16","1429.10","72","In Transit","https://maddox.org/"
"262","923","1984-01-10 02:23:55","772.31","23","Ordered","https://www.york.org/"
"263","689","2006-03-26 17:46:36","3835.96","94","In Transit","https://jackson.net/"
"264","980","2003-12-29 09:08:04","676.12","95","Ordered","https://www.moore.com/"
"265","951","1995-06-17 23:44:26","2358.72","95","Ordered","http://perez.info/"
"266","1158","1999-08-28 11:53:45","2724.98","10","In Transit","https://www.peterson.biz/"
"267","72","1978-12-31 01:31:08","428.05","84","In Transit","http://bright-palmer.org/"
"268","205","1999-12-09 13:15:59","1752.00","0","In Transit","http://luna.com/"
"269","1292","1978-08-06 18:04:31","2824.27","83","Delivered","https://www.parks.com/"
"270","1059","1972-10-31 02:52:26","882.35","65","Delivered","https://www.day.com/"
"271","885","1999-12-25 16:41:29","1042.02","65","Delivered","http://chen.com/"
"272","1389","1970-01-31 02:37:23","4837.30","9","In Transit","https://taylor-patterson.com/"
"273","728","1998-12-20 20:48:23","1522.30","88","Delivered","http://www.watson-mayer.com/"
"274","721","1972-10-25 00:44:00","985.24","6","Delivered","http://www.ortega.com/"
"275","795","1980-07-01 13:18:29","3543.73","68","In Transit","http://obrien.com/"
"276","971","1988-02-27 11:02:53","1811.06","86","In Transit","http://www.bass.com/"
"277","266","2008-02-22 22:36:28","3612.04","88","Delivered","https://www.stewart.com/"
"278","1100","2019-01-31 22:05:30","2975.43","24","Delivered","https://www.cole.com/"
"279","98","2021-09-30 22:13:35","657.58","26","Ordered","http://johnston.com/"
"280","481","2010-02-07 22:24:23","769.89","44","Delivered","http://www.terry-burton.net/"
"281","277","1995-12-22 13:50:37","1596.90","57","Ordered","https://www.bray-bauer.com/"
"282","721","2008-10-13 16:55:17","1355.14","10","Delivered","http://wright.com/"
"283","1480","2020-08-04 22:13:46","3688.51","16","Delivered","https://levine-mata.com/"
"284","1281","1996-02-16 18:39:35","980.36","95","Delivered","https://www.flores-gomez.com/"
"285","443","2009-09-05 13:53:30","143.44","23","Ordered","https://robinson.com/"
"286","475","2015-12-11 13:34:34","1962.33","14","In Transit","http://www.wright.info/"
"287","733","2000-01-06 14:38:28","1464.40","8","Ordered","https://www.henson.biz/"
"288","22","2021-08-19 10:08:05","1379.47","99","Delivered","http://www.miller-mason.com/"
"289","1203","2020-09-15 12:33:19","4859.95","84","Ordered","http://moore.com/"
"290","7","2000-02-26 06:15:46","1575.46","6","Delivered","http://www.shaw.com/"
"291","805","1988-10-05 23:20:53","281.34","48","Delivered","https://harrison.biz/"
"292","958","2000-01-11 22:03:26","254.51","79","In Transit","http://fields.org/"
"293","251","2001-12-13 22:59:41","3725.17","4","Delivered","https://www.bradley.com/"
"294","1323","2002-05-05 05:46:53","4386.85","87","Delivered","https://www.johnson-gordon.com/"
"295","1426","2019-02-17 23:03:22","3868.82","46","Delivered","https://www.dudley.info/"
"296","880","1985-02-21 06:27:44","3289.51","41","Ordered","https://miller.net/"
"297","360","1992-08-13 05:23:40","4340.67","31","Ordered","http://koch.info/"
"298","335","2000-05-27 13:46:38","4073.66","86","Delivered","http://douglas.com/"
"299","1398","1972-07-24 19:56:03","4629.84","55","Delivered","https://cunningham-bond.com/"
"300","1213","2012-05-20 23:44:07","4710.32","91","Ordered","https://www.jackson.biz/"
"301","1141","1971-09-24 03:11:42","804.80","76","In Transit","http://booker-gregory.com/"
"302","579","2000-05-11 17:26:16","679.84","43","Delivered","http://www.park.org/"
"303","1175","1982-11-15 19:32:05","3739.65","30","Delivered","http://www.duncan-schwartz.com/"
"304","1072","1984-12-13 16:19:10","1372.72","78","Ordered","http://thompson.biz/"
"305","19","1992-07-20 03:12:53","814.04","96","Delivered","http://www.adams-moore.com/"
"306","564","1976-10-22 22:08:01","1239.26","32","Delivered","http://www.kelly-young.com/"
"307","1132","1999-05-01 11:57:05","2932.77","67","In Transit","http://munoz.org/"
"308","1164","1975-08-05 07:33:07","4558.69","63","Ordered","http://davis.com/"
"309","332","1982-10-04 10:15:59","3619.81","11","In Transit","http://cunningham-terry.net/"
"310","634","1981-05-26 00:41:59","339.07","87","Delivered","http://www.mercado-lewis.org/"
"311","1206","1991-10-15 14:58:58","628.76","47","Delivered","http://lee-jenkins.com/"
"312","561","1983-03-27 03:40:12","821.53","61","In Transit","https://boone-mahoney.com/"
"313","615","2019-11-27 08:16:46","2436.83","33","Ordered","http://www.buchanan-turner.com/"
"314","167","2003-11-12 06:23:44","3666.94","30","Ordered","https://www.mejia.biz/"
"315","537","2006-09-11 19:12:26","4552.90","2","In Transit","https://walsh.org/"
"316","8","1983-05-05 16:26:55","788.65","47","In Transit","https://anderson.com/"
"317","430","1973-03-02 13:10:57","2430.90","22","Ordered","https://www.dean-koch.com/"
"318","443","1987-02-06 17:12:51","4903.19","24","In Transit","http://norton.org/"
"319","180","1982-12-25 20:47:19","1801.30","70","Delivered","http://www.porter-jones.com/"
"320","338","1988-12-11 16:37:26","4274.82","84","Delivered","http://johnson-cruz.com/"
"321","137","1994-09-05 06:30:20","4499.78","62","Ordered","http://www.saunders.com/"
"322","1014","1977-04-03 21:27:32","164.93","93","Delivered","https://jones.com/"
"323","683","1970-08-12 12:20:36","1104.59","97","Ordered","https://mccarthy.biz/"
"324","463","1997-03-27 21:22:57","2671.38","85","In Transit","http://www.murphy-snyder.com/"
"325","779","1999-09-08 21:49:54","444.49","78","In Transit","http://martin.com/"
"326","1105","1997-10-23 07:22:10","1607.97","100","In Transit","http://jarvis-aguirre.com/"
"327","245","2003-01-13 07:38:39","3814.93","78","In Transit","http://tran.com/"
"328","416","1981-03-03 03:56:17","4858.06","21","Ordered","http://russell.com/"
"329","681","2010-08-25 13:01:21","3471.42","31","Delivered","https://williamson-thompson.com/"
"330","554","1989-06-21 09:14:48","3240.38","38","Delivered","https://ellison.biz/"
"331","179","1996-01-26 10:59:30","3398.17","62","Ordered","http://dominguez.com/"
"332","1311","2002-10-18 13:19:27","3944.60","79","In Transit","https://www.tyler.com/"
"333","828","2006-12-26 23:41:00","3543.94","14","Ordered","http://walsh.info/"
